index,노선명,노선타입,순번,정류소명,X좌표,Y좌표,정류소번호
0,17,지선,1,청암자이아파트,126.9465175,37.53436261,3689
1,17,지선,2,청암동강변삼성아파트,126.9493038,37.53396067,3298
2,17,지선,3,청심경로당,126.9504486,37.53374391,3321
3,17,지선,4,원효2동주민센터,126.9509044,37.53427841,3304
4,17,지선,5,산천동,126.9539838,37.53542015,3306
5,17,지선,6,신창동세방아파트,126.9550322,37.53574877,3308
6,17,지선,7,남이장군사당,126.9579569,37.53670696,3310
7,17,지선,8,새마을금고,126.9595028,37.53712596,3312
8,17,지선,9,용문시장,126.9607349,37.53663042,3247
9,17,지선,10,용산전자상가입구,126.9620434,37.53448282,3250
10,17,지선,11,신용산.지하차도,126.9639003,37.53265728,3252
11,17,지선,12,용산역,126.966155,37.529349,3255
12,17,지선,13,용산푸르지오써밋,126.9645186,37.52719349,3256
13,17,지선,14,한강대교북단,126.9640057,37.52525009,3122
14,17,지선,15,서부이촌동입구,126.959676,37.52369726,3294
15,17,지선,16,이촌2동대림아파트.새남터성지,126.9562789,37.52614827,3292
16,17,지선,17,이촌2동주민센터,126.9550134,37.5277168,3290
17,17,지선,18,성촌공원.포르쉐센터용산,126.9545558,37.53017356,3288
18,17,지선,19,이촌119안전센터.성촌공원,126.9530396,37.53016859,3287
19,17,지선,20,원효2동산호아파트후문,126.9495515,37.53244309,3296
20,17,지선,21,청암동강변삼성아파트,126.9493038,37.53396067,3298
21,17,지선,22,원효2동산호아파트,126.9505884,37.53308033,3299
22,17,지선,23,원효로풍전아파트,126.9535517,37.53224079,3301
23,17,지선,24,성촌공원.포르쉐센터용산,126.9544434,37.52974286,3289
24,17,지선,25,이촌2동주민센터,126.9547629,37.5279692,3291
25,17,지선,26,이촌2동대림아파트.새남터성지,126.9562314,37.52606895,3293
26,17,지선,27,이촌2동강변아파트,126.9598438,37.5235147,3295
27,17,지선,28,한강대교북단.LG유플러스,126.9631731,37.52410097,3001
28,17,지선,29,신용산역,126.9661444,37.52728043,3003
29,17,지선,30,신용산역,126.9676302,37.52998618,3253
30,17,지선,31,신용산.지하차도,126.9639418,37.53272986,3251
31,17,지선,32,용산전자상가입구,126.9621315,37.53453477,3249
32,17,지선,33,용문시장,126.9612722,37.53594669,3248
33,17,지선,34,새마을금고,126.9593911,37.5372318,3313
34,17,지선,35,남이장군사당,126.958255,37.53686593,3311
35,17,지선,36,신창동세방아파트,126.9549545,37.53581692,3309
36,17,지선,37,산천동,126.953802,37.53548524,3307
37,17,지선,38,산천동리버힐삼성아파트,126.9511868,37.53450744,3305
38,17,지선,39,삼성테마트,126.9503602,37.53375478,3322
39,17,지선,40,청암동강변삼성아파트,126.9482437,37.53459735,3297
40,01A,순환,1,서울역버스환승센터,126.9727727,37.55547526,2006
41,01A,순환,2,경찰청.동북아역사재단,126.969006,37.56299314,2110
42,01A,순환,3,서대문경찰서.농협은행.유관순활동터,126.9676563,37.56484788,2113
43,01A,순환,4,서대문.서울시교육청,126.964432,37.5681995,1168
44,01A,순환,5,독립문,126.9614825,37.57111989,1171
45,01A,순환,6,사직단,126.9680705,37.57494659,1128
46,01A,순환,7,서울지방경찰청.경복궁역,126.9714955,37.57590104,1127
47,01A,순환,8,경복궁,126.9787905,37.57577149,1117
48,01A,순환,9,안국역.종로경찰서.인사동,126.9841842,37.57586565,1200
49,01A,순환,10,창덕궁.우리소리박물관,126.987876,37.57729098,1199
50,01A,순환,11,원남동사거리,126.9982124,37.57578617,1256
51,01A,순환,12,현대그룹빌딩,127.0005179,37.5759191,1218
52,01A,순환,13,이화동(이화장),127.0032823,37.57603475,1225
53,01A,순환,14,충신동,127.006331,37.574106,1215
54,01A,순환,15,동대문,127.0085129,37.57178536,1214
55,01A,순환,16,동대문역사문화공원,127.0084231,37.56731997,2173
56,01A,순환,17,을지로6가.국립중앙의료원,127.0058283,37.56640642,2172
57,01A,순환,18,을지로5가,126.9992631,37.5667551,2165
58,01A,순환,19,을지로4가,126.9962219,37.56660385,2162
59,01A,순환,20,을지로3가,126.9903795,37.56631337,2160
60,01A,순환,21,을지로2가.기업은행본점.서울노동청,126.9865271,37.56617502,2158
61,01A,순환,22,롯데백화점,126.9821793,37.56447124,2140
62,01A,순환,23,북창동.남대문시장,126.9779335,37.56108129,2127
63,01A,순환,24,서울역버스환승센터,126.9727727,37.55547526,2006
64,01A,순환,25,경찰청.동북아역사재단,126.969006,37.56299314,2110
65,01A,순환,26,서대문경찰서.농협은행.유관순활동터,126.9676563,37.56484788,2113
66,01A,순환,27,서대문.서울시교육청,126.964432,37.5681995,1168
67,01A,순환,28,독립문,126.9614825,37.57111989,1171
68,01A,순환,29,사직단,126.9680705,37.57494659,1128
69,01A,순환,30,서울지방경찰청.경복궁역,126.9714955,37.57590104,1127
70,01A,순환,31,경복궁,126.9787905,37.57577149,1117
71,01A,순환,32,안국역.종로경찰서.인사동,126.9841842,37.57586565,1200
72,01A,순환,33,창덕궁.우리소리박물관,126.987876,37.57729098,1199
73,01A,순환,34,창덕궁.돈화문국악당,,,1209
74,01A,순환,35,원남동사거리,126.9982124,37.57578617,1256
75,01A,순환,36,현대그룹빌딩,127.0005179,37.5759191,1218
76,01A,순환,37,이화동(이화장),127.0032823,37.57603475,1225
77,01A,순환,38,충신동,127.006331,37.574106,1215
78,01A,순환,39,동대문,127.0085129,37.57178536,1214
79,01A,순환,40,동대문역사문화공원,127.0084231,37.56731997,2173
80,01A,순환,41,을지로6가.국립중앙의료원,127.0058283,37.56640642,2172
81,01A,순환,42,을지로5가,126.9992631,37.5667551,2165
82,01A,순환,43,을지로4가,126.9962219,37.56660385,2162
83,01A,순환,44,을지로3가,126.9903795,37.56631337,2160
84,01A,순환,45,을지로2가.기업은행본점.서울노동청,126.9865271,37.56617502,2158
85,01A,순환,46,롯데백화점,126.9821793,37.56447124,2140
86,01A,순환,47,북창동.남대문시장,126.9779335,37.56108129,2127
87,01A,순환,48,서울역버스환승센터,126.9725522,37.55547764,2004
88,01B,순환,1,서울역버스환승센터,126.9727727,37.55547526,2006
89,01B,순환,2,숭례문,126.9740061,37.55859746,2122
90,01B,순환,3,남대문시장앞.이회영활동터,126.9762193,37.56037765,2219
91,01B,순환,4,롯데영프라자,126.9819218,37.56300813,2142
92,01B,순환,5,을지로입구.로얄호텔,126.9853753,37.56598702,2156
93,01B,순환,6,을지로2가.파인에비뉴,126.9888222,37.5661216,2159
94,01B,순환,7,을지로3가,126.9913175,37.56623363,2161
95,01B,순환,8,을지로4가.베스트웨스턴국도,126.9968403,37.56649714,2163
96,01B,순환,9,을지로5가.중부시장,127.001107,37.56672392,2166
97,01B,순환,10,을지로6가.국립중앙의료원,127.0064075,37.56617947,2169
98,01B,순환,11,동대문역사문화공원,127.0089802,37.56762557,2174
99,01B,순환,12,충신동,127.0062426,37.57440236,1217
100,01B,순환,13,이화동(이화장),127.0029997,37.5761872,1277
101,01B,순환,14,이화동(이화장),127.0007064,37.57605806,1223
102,01B,순환,15,창덕궁.서울돈화문국악당,126.9886004,37.57742132,1172
103,01B,순환,16,안국역.종로경찰서.인사동,126.9840963,37.57597118,1131
104,01B,순환,17,덕성여중고,126.9819731,37.57573943,1130
105,01B,순환,18,사직동주민센터,126.9713179,37.57609006,1114
106,01B,순환,19,사직단.어린이도서관,126.9680206,37.57511252,1113
107,01B,순환,20,영천시장,126.9624985,37.56991645,13036
108,01B,순환,21,서대문역,126.9658293,37.5664741,13038
109,01B,순환,22,경찰청.동북아역사재단,126.9691797,37.56245539,13039
110,01B,순환,23,서울역버스환승센터,126.9727727,37.55547526,2006
111,01B,순환,24,숭례문,126.9740061,37.55859746,2122
112,01B,순환,25,남대문시장앞.이회영활동터,126.9762193,37.56037765,2219
113,01B,순환,26,롯데영프라자,126.9819218,37.56300813,2142
114,01B,순환,27,을지로입구.로얄호텔,126.9853753,37.56598702,2156
115,01B,순환,28,을지로2가.파인에비뉴,126.9888222,37.5661216,2159
116,01B,순환,29,을지로3가,126.9913175,37.56623363,2161
117,01B,순환,30,을지로4가.베스트웨스턴국도,126.9968403,37.56649714,2163
118,01B,순환,31,을지로5가.중부시장,127.001107,37.56672392,2166
119,01B,순환,32,을지로6가.국립중앙의료원,127.0064075,37.56617947,2169
120,01B,순환,33,동대문역사문화공원,127.0089802,37.56762557,2174
121,01B,순환,34,충신동,127.0062426,37.57440236,1217
122,01B,순환,35,이화동(이화장),127.0029997,37.5761872,1277
123,01B,순환,36,이화동(이화장),127.0007064,37.57605806,1223
124,01B,순환,37,창덕궁.서울돈화문국악당,126.9886004,37.57742132,1172
125,01B,순환,38,안국역.종로경찰서.인사동,126.9840963,37.57597118,1131
126,01B,순환,39,덕성여중고,126.9819731,37.57573943,1130
127,01B,순환,40,사직동주민센터,126.9713179,37.57609006,1114
128,01B,순환,41,사직단.어린이도서관,126.9680206,37.57511252,1113
129,01B,순환,42,영천시장,126.9624985,37.56991645,13036
130,01B,순환,43,서대문역,126.9658293,37.5664741,13038
131,01B,순환,44,경찰청.동북아역사재단,126.9691797,37.56245539,13039
132,01B,순환,45,서울역버스환승센터,126.9725522,37.55547764,2004
133,2,순환,1,남산서울타워,126.9904431,37.5511572,3320
134,2,순환,2,남산도서관,126.981555,37.55224263,3347
135,2,순환,3,교육연구정보원,126.9802378,37.5545554,2269
136,2,순환,4,남산케이블카.남산산책로입구,126.9838859,37.55528501,2220
137,2,순환,5,숭의여대,126.987406,37.55862038,2221
138,2,순환,6,퇴계로3가.한옥마을.한국의집,126.9924905,37.56098999,2152
139,2,순환,7,충무로역2번출구.대한극장앞,126.994883,37.56131968,2153
140,2,순환,8,퇴계로5가.제일병원,126.99993,37.56248011,2207
141,2,순환,9,장충문화체육센터.권기옥활동터,127.002722,37.56018141,2288
142,2,순환,10,동대입구역.장충동,127.005433,37.55811924,2222
143,2,순환,11,국립극장.반얀트리호텔,127.0010414,37.55161565,2210
144,2,순환,12,남산북측순환로입구,126.9988082,37.55069541,2254
145,2,순환,13,남산서울타워,126.9904431,37.5511572,3320
146,2,순환,14,남산도서관,126.981555,37.55224263,3347
147,2,순환,15,교육연구정보원,126.9802378,37.5545554,2269
148,2,순환,16,남산케이블카.남산산책로입구,126.9838859,37.55528501,2220
149,2,순환,17,숭의여대,126.987406,37.55862038,2221
150,2,순환,18,퇴계로3가.한옥마을.한국의집,126.9924905,37.56098999,2152
151,2,순환,19,충무로역2번출구.대한극장앞,126.994883,37.56131968,2153
152,2,순환,20,퇴계로5가.제일병원,126.99993,37.56248011,2207
153,2,순환,21,장충문화체육센터.권기옥활동터,127.002722,37.56018141,2288
154,2,순환,22,동대입구역.장충동,127.005433,37.55811924,2222
155,2,순환,23,국립극장.반얀트리호텔,127.0010414,37.55161565,2210
156,2,순환,24,남산북측순환로입구,126.9988082,37.55069541,2254
157,3,순환,1,시청앞,126.9764872,37.56260691,2128
158,3,순환,2,서울신문사,126.9772705,37.56836368,2137
159,3,순환,3,KT광화문지사,126.9772023,37.5724045,1118
160,3,순환,4,경복궁,126.9787905,37.57577149,1117
161,3,순환,5,안국역.종로경찰서.인사동,126.9841842,37.57586565,1200
162,3,순환,6,남인사마당,126.9875497,37.5713121,1297
163,3,순환,7,종로2가.삼일교,126.9875072,37.56858223,1004
164,3,순환,8,남대문세무서.서울백병원,126.987458,37.5649827,2001
165,3,순환,9,퇴계로2가.명동역,126.985717,37.56094,2150
166,3,순환,10,북창동.남대문시장,126.9779335,37.56108129,2127
167,3,순환,11,시청앞,126.9764872,37.56260691,2128
168,3,순환,12,서울신문사,126.9772705,37.56836368,2137
169,3,순환,13,KT광화문지사,126.9772023,37.5724045,1118
170,3,순환,14,경복궁,126.9787905,37.57577149,1117
171,3,순환,15,안국역.종로경찰서.인사동,126.9841842,37.57586565,1200
172,3,순환,16,남인사마당,126.9875497,37.5713121,1297
173,3,순환,17,종로2가.삼일교,126.9875072,37.56858223,1004
174,3,순환,18,남대문세무서.서울백병원,126.987458,37.5649827,2001
175,3,순환,19,퇴계로2가.명동역,126.985717,37.56094,2150
176,3,순환,20,북창동.남대문시장,126.9779335,37.56108129,2127
177,3,순환,21,시청앞,126.9764872,37.56260691,2128
178,3,순환,22,서울신문사,126.9772705,37.56836368,2137
179,3,순환,23,KT광화문지사,126.9772023,37.5724045,1118
180,3,순환,24,경복궁,126.9787905,37.57577149,1117
181,3,순환,25,안국역.종로경찰서.인사동,126.9841842,37.57586565,1200
182,3,순환,26,남인사마당,126.9875497,37.5713121,1297
183,3,순환,27,종로2가.삼일교,126.9875072,37.56858223,1004
184,3,순환,28,남대문세무서.서울백병원,126.987458,37.5649827,2001
185,3,순환,29,퇴계로2가.명동역,126.985717,37.56094,2150
186,3,순환,30,북창동.남대문시장,126.9779335,37.56108129,2127
187,4,순환,1,남산서울타워,126.9904431,37.5511572,3320
188,4,순환,2,남산도서관,126.981555,37.55224263,3347
189,4,순환,3,백범광장,126.9801102,37.5556147,2215
190,4,순환,4,힐튼호텔,126.9766122,37.5566056,2285
191,4,순환,5,남대문시장악세사리전문상가,126.9759992,37.55857317,2124
192,4,순환,6,시청앞,126.9764872,37.56260691,2128
193,4,순환,7,서울신문사,126.9772705,37.56836368,2137
194,4,순환,8,종로1가,126.981,37.570072,1011
195,4,순환,9,종로2가,126.9855411,37.57008725,1013
196,4,순환,10,종로3가.탑골공원,126.989569,37.57018754,1015
197,4,순환,11,종로4가.종묘,126.9947287,37.57041688,1017
198,4,순환,12,종로5가.광장시장,126.9988533,37.57071571,1019
199,4,순환,13,종로6가.동대문종합시장,127.0034688,37.57091778,1021
200,4,순환,14,동대문역사문화공원,127.0084231,37.56731997,2173
201,4,순환,15,광희동,127.0072942,37.5650334,2170
202,4,순환,16,동대입구역.장충동,127.005433,37.55811924,2222
203,4,순환,17,국립극장.반얀트리호텔,127.0010414,37.55161565,2210
204,4,순환,18,남산북측순환로입구,126.9988082,37.55069541,2254
205,100,간선,1,한성여객종점,127.0700074,37.63811656,11428
206,100,간선,2,노원평생학습관,127.0689532,37.6392981,11387
207,100,간선,3,서울시립북서울미술관,127.066285,37.64055534,11374
208,100,간선,4,중계역,127.0651977,37.64293696,11373
209,100,간선,5,중계역2번출구,127.0648651,37.64579482,11376
210,100,간선,6,중계3단지목련아파트,127.0679032,37.64754253,11378
211,100,간선,7,목련아파트상가,127.0700462,37.64689022,11380
212,100,간선,8,중계목화아파트4단지,127.0715163,37.64356615,11381
213,100,간선,9,노원경찰서,127.072313,37.64182535,11438
214,100,간선,10,하계1동주민센터,127.0729635,37.64047446,11436
215,100,간선,11,골마을근린공원,127.0744265,37.63834516,11434
216,100,간선,12,하계역,127.0695595,37.63677871,11426
217,100,간선,13,하계우성아파트,127.066903,37.63515524,11454
218,100,간선,14,하계극동아파트,127.064784,37.63383842,11452
219,100,간선,15,월계헬스케어센터,127.0616454,37.63190225,11339
220,100,간선,16,인덕대학,127.0553104,37.62794844,11311
221,100,간선,17,월계주공108동앞롯데캐슬루나아파트,127.0525764,37.62620509,11310
222,100,간선,18,오현초등학교,127.0481201,37.6233207,9186
223,100,간선,19,꿈의숲주차장입구,127.0454331,37.62082409,9312
224,100,간선,20,북서울꿈의숲,127.0443517,37.61911035,9187
225,100,간선,21,송중동한일유엔아이,127.0380711,37.61368248,9188
226,100,간선,22,창문여고앞,127.0360802,37.61214984,9189
227,100,간선,23,숭곡초등학교입구,127.0321633,37.61006595,9190
228,100,간선,24,월곡뉴타운,127.028232,37.60688977,8001
229,100,간선,25,길음뉴타운,127.0241845,37.60360938,8003
230,100,간선,26,미아리고개.미아리예술극장,127.0216801,37.5988125,8005
231,100,간선,27,돈암사거리.성신여대입구,127.018087,37.59377511,8007
232,100,간선,28,삼선교.한성대학교,127.0092102,37.58988342,8009
233,100,간선,29,혜화동로터리.여운형활동터,127.0016943,37.58622998,1005
234,100,간선,30,명륜3가.성대입구,126.9982902,37.58270882,1003
235,100,간선,31,창경궁.서울대학교병원,126.9965202,37.57917886,1002
236,100,간선,32,원남동,126.9973383,37.57453251,1198
237,100,간선,33,광장시장,126.9978384,37.56950211,1247
238,100,간선,34,을지로4가,126.9962219,37.56660385,2162
239,100,간선,35,을지로3가,126.9903795,37.56631337,2160
240,100,간선,36,을지로2가.기업은행본점.서울노동청,126.9865271,37.56617502,2158
241,100,간선,37,롯데백화점,126.9821793,37.56447124,2140
242,100,간선,38,북창동.남대문시장,126.9779335,37.56108129,2127
243,100,간선,39,서울역버스환승센터,126.9725522,37.55547764,2004
244,100,간선,40,갈월동,126.9716892,37.5495342,3012
245,100,간선,41,숙대입구역,126.972218,37.54375365,3010
246,100,간선,42,삼각지역,126.97408,37.5359959,3008
247,100,간선,43,KT용산지사,126.9704504,37.53211955,3006
248,100,간선,44,신용산역,126.9666335,37.52793675,3004
249,100,간선,45,한강대교북단.LG유플러스,126.9631384,37.52433384,3002
250,100,간선,46,이촌동동부센트레빌,126.9661333,37.52153239,3214
251,100,간선,47,이촌1동충신교회앞,126.9683478,37.5212753,3216
252,100,간선,48,이촌동한강맨션.이촌역,126.9729005,37.520152,3218
253,100,간선,49,신용산초등학교,126.9761464,37.51913063,3220
254,100,간선,50,이촌동점보아파트,126.9783905,37.51840717,3222
255,100,간선,51,금강병원.반도아파트,126.9811388,37.51781585,3224
256,100,간선,52,서빙고신동아아파트,126.9854598,37.51748785,3226
257,100,간선,53,서빙고역1번출구,126.989474,37.5200511,3157
258,100,간선,54,한강중학교,126.9920733,37.52537977,3155
259,100,간선,55,용산구청.크라운호텔,126.991106,37.53025072,3153
260,100,간선,56,용산구청.크라운호텔,126.9911952,37.52961444,3154
261,100,간선,57,한강중학교,126.9913904,37.52481798,3269
262,100,간선,58,금호베스트빌앞,126.9907043,37.52261661,3270
263,100,간선,59,서빙고초등학교,126.9906244,37.52084117,3336
264,100,간선,60,서빙고역교차로,126.9901087,37.52026042,3267
265,100,간선,61,서빙고역1번출구,126.9892301,37.52003771,3325
266,100,간선,62,서빙고신동아아파트,126.9851958,37.51789343,3225
267,100,간선,63,이촌동현대아파트,126.9807832,37.51793053,3223
268,100,간선,64,이촌동강촌아파트,126.9775801,37.51875828,3221
269,100,간선,65,신용산초등학교,126.9745673,37.51971589,3219
270,100,간선,66,이촌동한가람아파트.이촌역,126.9718436,37.52057097,3217
271,100,간선,67,이촌동두산위브트레지움.한강대우아파트,126.9677714,37.52141786,3215
272,100,간선,68,한강대교북단.LG유플러스,126.9631731,37.52410097,3001
273,100,간선,69,신용산역,126.9661444,37.52728043,3003
274,100,간선,70,KT용산지사,126.9701706,37.53153459,3005
275,100,간선,71,삼각지역,126.973935,37.53531884,3007
276,100,간선,72,숙대입구역,126.9725585,37.54329912,3009
277,100,간선,73,갈월동,126.9721834,37.55098259,3011
278,100,간선,74,서울역버스환승센터.강우규의거터,126.9727727,37.5554664,2007
279,100,간선,75,남대문시장앞.이회영활동터,126.9762193,37.56037765,2219
280,100,간선,76,롯데영프라자,126.9819218,37.56300813,2142
281,100,간선,77,을지로입구.로얄호텔,126.9853753,37.56598702,2156
282,100,간선,78,을지로2가.파인에비뉴,126.9888222,37.5661216,2159
283,100,간선,79,을지로3가,126.9913175,37.56623363,2161
284,100,간선,80,을지로4가.베스트웨스턴국도,126.9968403,37.56649714,2163
285,100,간선,81,을지로5가.중부시장,127.001107,37.56672392,2166
286,100,간선,82,을지로6가.국립중앙의료원,127.0064075,37.56617947,2169
287,100,간선,83,광희동,127.0072942,37.5650334,2170
288,100,간선,84,퇴계로6가,127.0032991,37.56343182,2206
289,100,간선,85,을지로5가.훈련원종합체육관,127.0024218,37.56581687,2168
290,100,간선,86,방산시장.훈련원종합체육관,127.0022525,37.56795334,2167
291,100,간선,87,종로5가,127.0020675,37.57055607,1212
292,100,간선,88,종로5가.효제초등학교,127.002028,37.57288183,1205
293,100,간선,89,종로5가.효제동.김상옥의거터,127.0021112,37.57446367,1204
294,100,간선,90,방송통신대.이화장,127.0022982,37.57812399,1219
295,100,간선,91,혜화역.마로니에공원,127.0021325,37.58110688,1220
296,100,간선,92,혜화역.동성중고(장면총리가옥),127.0015281,37.58454158,1229
297,100,간선,93,삼선교.한성대학교.조소앙활동터,127.008364,37.58932692,8010
298,100,간선,94,돈암사거리.성신여대입구,127.0178187,37.59332094,8008
299,100,간선,95,미아리고개.미아리예술극장,127.0217898,37.59792335,8006
300,100,간선,96,길음뉴타운,127.0236778,37.60319108,8004
301,100,간선,97,월곡뉴타운,127.0273788,37.60599704,8002
302,100,간선,98,숭곡초교입구,127.0321967,37.60998651,8101
303,100,간선,99,창문여고,127.0357832,37.61189402,8102
304,100,간선,100,동방고개,127.0382068,37.61370426,8103
305,100,간선,101,장위동그린빌아파트,127.0430151,37.61793735,8104
306,100,간선,102,북서울꿈의숲,127.0452816,37.62033866,8105
307,100,간선,103,장월초등학교,127.0486088,37.6235756,8106
308,100,간선,104,롯데캐슬루나아파트,127.0513302,37.62525669,11337
309,100,간선,105,인덕대앞,127.0574366,37.62911674,11338
310,100,간선,106,월계헬스케어센터,127.0615722,37.63170103,11340
311,100,간선,107,하계시영아파트,127.0654499,37.63410144,11453
312,100,간선,108,하계장미아파트,127.0668981,37.63499267,11455
313,100,간선,109,하계미성아파트.을지병원,127.0691715,37.63638884,11425
314,100,간선,110,한성여객종점,127.0707323,37.63734999,11429
315,100,간선,111,대진고등학교,127.0733138,37.63796593,11433
316,100,간선,112,서울온천,127.0743129,37.63936941,11435
317,100,간선,113,노원경찰서.혜성여고,127.0723824,37.64205282,11437
318,100,간선,114,하계현대아파트,127.0710261,37.64492209,11442
319,100,간선,115,롯데마트,127.0701324,37.64736727,11358
320,100,간선,116,상명초등학교,127.067988,37.647847,11377
321,100,간선,117,중계건영2차아파트,127.065418,37.64604662,11375
322,100,간선,118,중계역,127.0645692,37.64389712,11366
323,100,간선,119,하계한신청구아파트,127.0691087,37.63925299,11444
324,100,간선,120,한성여객종점,127.0705878,37.63741689,11489
325,101,간선,1,우이동도선사입구.북한산우이역,127.0128766,37.66256347,9102
326,101,간선,2,우이동성원아파트,127.0134647,37.66078475,9103
327,101,간선,3,쌍문동청한빌라,127.0150272,37.65751397,10200
328,101,간선,4,쌍문동우이빌라,127.018942,37.65727588,10202
329,101,간선,5,초당초등학교,127.0231369,37.65735638,10204
330,101,간선,6,방학동우성아파트,127.0242709,37.65740083,10206
331,101,간선,7,청구아파트,127.0264135,37.65750663,10747
332,101,간선,8,쌍문동성원아파트,127.0289337,37.65764531,10210
333,101,간선,9,쌍문동한양.현대아파트,127.0317544,37.65782675,10212
334,101,간선,10,쌍문동삼익금호1차아파트,127.035122,37.658044,10214
335,101,간선,11,도봉구보건소앞,127.0376887,37.65719044,10216
336,101,간선,12,도봉구민회관,127.0381547,37.65456682,10013
337,101,간선,13,쌍문역,127.0347521,37.64882356,10015
338,101,간선,14,우이1교앞,127.0326524,37.64529302,10017
339,101,간선,15,수유3동우체국,127.0290061,37.64126603,9001
340,101,간선,16,수유(강북구청)역,127.0260369,37.63852004,9013
341,101,간선,17,수유역,127.0240534,37.63670243,9003
342,101,간선,18,수유시장.성신여대미아캠퍼스앞,127.0241828,37.63122907,9005
343,101,간선,19,미아역.신일중고,127.0266556,37.62487126,9007
344,101,간선,20,도봉세무서.성북시장,127.0287005,37.61970957,9009
345,101,간선,21,미아사거리역,127.0300023,37.61376514,9011
346,101,간선,22,성가복지병원,127.0313059,37.60591478,8148
347,101,간선,23,종암경찰서,127.0331233,37.60146944,8150
348,101,간선,24,종암동주민센터,127.0342434,37.59925221,8152
349,101,간선,25,숭례초교,127.0357832,37.59482092,8154
350,101,간선,26,고대앞,127.0349191,37.58849125,8156
351,101,간선,27,우신향병원,127.0316636,37.58510623,8157
352,101,간선,28,안암오거리,127.0291104,37.58261331,8158
353,101,간선,29,대광초교,127.0250876,37.5796518,8159
354,101,간선,30,신설동로터리,127.0229469,37.57585614,1243
355,101,간선,31,동묘앞,127.019639,37.57430372,1044
356,101,간선,32,동대문(흥인지문),127.0124928,37.57216719,1037
357,101,간선,33,종로6가.동대문종합시장,127.0057094,37.57115181,1022
358,101,간선,34,종로5가.광장시장,126.9993199,37.57090764,1020
359,101,간선,35,종로4가.종묘,126.995277,37.57060029,1018
360,101,간선,36,종로3가.탑골공원,126.9899683,37.57038869,1016
361,101,간선,37,종로2가,126.986254,37.57026795,1014
362,101,간선,38,종로1가,126.9813906,37.57026661,1012
363,101,간선,39,광화문,126.9780909,37.57029571,1010
364,101,간선,40,서울역사박물관.경교장.강북삼성병원,126.9713844,37.56993064,1123
365,101,간선,41,강북삼성병원,126.9687255,37.5680684,1165
366,101,간선,42,서대문경찰서,126.9685875,37.5632451,13252
367,101,간선,43,서소문,126.9748279,37.56330546,2133
368,101,간선,44,서울신문사,126.9772705,37.56836368,2137
369,101,간선,45,종로1가,126.981,37.570072,1011
370,101,간선,46,종로2가,126.9855411,37.57008725,1013
371,101,간선,47,종로3가.탑골공원,126.989569,37.57018754,1015
372,101,간선,48,종로4가.종묘,126.9947287,37.57041688,1017
373,101,간선,49,종로5가.광장시장,126.9988533,37.57071571,1019
374,101,간선,50,종로6가.동대문종합시장,127.0034688,37.57091778,1021
375,101,간선,51,동대문역.흥인지문,127.0134621,37.57228008,1023
376,101,간선,52,동묘앞,127.017533,37.573432,1041
377,101,간선,53,신설동역1번출구,127.0232641,37.57662943,6107
378,101,간선,54,대광고등학교앞,127.0255251,37.57981175,6178
379,101,간선,55,안암오거리,127.029909,37.582438,6177
380,101,간선,56,우신향병원,127.0322411,37.58557671,6176
381,101,간선,57,고려대학교앞,127.0347492,37.58816422,6175
382,101,간선,58,숭례초등학교,127.0360524,37.59437888,8155
383,101,간선,59,종암동주민센터,127.0347213,37.59857851,8153
384,101,간선,60,종암경찰서,127.0336568,37.60101023,8151
385,101,간선,61,성가복지병원,127.0315282,37.60573334,8149
386,101,간선,62,미아사거리역,127.0302404,37.61289695,9012
387,101,간선,63,도봉세무서.성북시장,127.0292315,37.61883281,9010
388,101,간선,64,미아역.신일중고,127.0271522,37.6241142,9008
389,101,간선,65,수유시장.성신여대미아캠퍼스앞,127.0246947,37.63056352,9006
390,101,간선,66,수유역.강북구청,127.0251835,37.63752182,9004
391,101,간선,67,수유3동우체국,127.0286314,37.64069667,9002
392,101,간선,68,우이1교앞,127.0320767,37.64403376,10127
393,101,간선,69,쌍문역,127.0340912,37.6474047,10126
394,101,간선,70,함석헌기념관.정의여중고,127.0372495,37.65268151,10119
395,101,간선,71,도봉구민회관,127.0381086,37.65414652,10121
396,101,간선,72,도봉구보건소앞,127.0375443,37.65736181,10217
397,101,간선,73,쌍문동금호1차삼익아파트,127.0346214,37.6581209,10215
398,101,간선,74,쌍문동현대.한양아파트,127.0313288,37.65791078,10213
399,101,간선,75,쌍문동성원아파트,127.0285501,37.65772402,10211
400,101,간선,76,청구아파트,127.0265531,37.65760537,10564
401,101,간선,77,방학동우성.청구아파트,127.024867,37.657521,10207
402,101,간선,78,초당초등학교,127.0223232,37.65747743,10205
403,101,간선,79,쌍문동우이빌라,127.0189607,37.65736523,10203
404,101,간선,80,쌍문동청한빌라,127.0147212,37.65768244,10201
405,101,간선,81,동아운수앞,127.0139573,37.65894483,10325
406,101,간선,82,우이동성원아파트,127.0134125,37.66134487,9104
407,1014,지선,1,성북생태체험관,127.0059867,37.62023913,8258
408,1014,지선,2,정릉초교,127.0061612,37.61849603,8259
409,1014,지선,3,정릉동풍림상가앞,127.0077206,37.61670248,8260
410,1014,지선,4,정릉동풍림아파트.청소년문화의집,127.0087739,37.61611788,8262
411,1014,지선,5,북한산보국문역2번출구,127.0080362,37.61232085,8408
412,1014,지선,6,KEB.하나은행.정릉중앙지점,127.0084452,37.61157851,8165
413,1014,지선,7,정릉시장입구,127.0098489,37.6084715,8167
